date,ad_id,campaign,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion
2021-09-03,778087,Campanha B,115792,30-34,Homem,26,15910,5,6.779999852,1,0
2021-09-04,778112,Campanha B,115796,35-39,Homem,29,11446,2,3.090000033,1,1
2021-09-05,778113,Campanha B,115796,35-39,Homem,29,4595,0,0,1,0
2021-09-06,778124,Campanha B,115798,30-34,Homem,29,4871,0,0,1,0
2021-09-07,778148,Campanha B,115802,35-39,Homem,28,3199,0,0,1,0
2021-09-08,778156,Campanha B,115804,30-34,Homem,28,9388,2,3.140000105,1,0
2021-09-09,778161,Campanha B,115804,30-34,Homem,28,17954,6,7.5400002,2,1
2021-09-10,778208,Campanha B,115812,40-44,Mulher,29,2755,0,0,1,0
2021-09-11,778264,Campanha B,115822,40-44,Mulher,27,8152,1,0.99000001,1,0
2021-09-12,778266,Campanha B,115822,40-44,Mulher,27,74542,19,34.1500001,1,0
2021-09-13,778421,Campanha B,115848,40-44,Mulher,20,6699,2,3.090000033,1,0
2021-09-14,778422,Campanha B,115848,40-44,Mulher,20,11911,4,3.959999919,1,0
2021-09-15,778461,Campanha B,115854,40-44,Homem,29,10090,2,2.650000095,1,1
2021-09-16,778471,Campanha B,115856,30-34,Homem,32,1273,0,0,1,1
2021-09-17,778483,Campanha B,115858,40-44,Mulher,18,24188,5,8.179999828,1,0
2021-09-18,778529,Campanha B,115866,30-34,Homem,31,2214,0,0,1,0
2021-09-19,778556,Campanha B,115870,40-44,Homem,32,9735,4,4.130000114,1,1
2021-09-20,778590,Campanha B,115876,30-34,Homem,30,1371,0,0,1,1
2021-09-21,778600,Campanha B,115878,40-44,Mulher,22,10750,4,5.389999866,1,0
2021-09-22,778626,Campanha B,115882,30-34,Homem,29,7629,1,0.720000029,1,1
2021-09-23,778628,Campanha B,115882,30-34,Homem,29,4608,0,0,1,0
2021-09-24,778674,Campanha B,115890,35-39,Homem,29,3732,0,0,1,0
2021-09-25,778689,Campanha B,115892,30-34,Homem,28,7453,1,1.679999948,1,1
2021-09-26,778722,Campanha B,115898,35-39,Mulher,64,41785,14,19.10000038,1,0
2021-09-27,778737,Campanha B,115900,35-39,Homem,27,8077,2,3.579999924,1,1
2021-09-28,778756,Campanha B,115904,35-39,Mulher,63,5602,1,1.580000043,1,0
2021-09-29,778804,Campanha B,115912,30-34,Homem,26,6184,2,2.75,1,1
2021-09-30,778808,Campanha B,115912,30-34,Homem,26,1738,0,0,1,0
2021-10-01,778964,Campanha B,115938,35-39,Mulher,27,112460,25,41.29000068,1,0
2021-10-02,779057,Campanha B,115954,40-44,Homem,15,4414,0,0,1,0
2021-10-03,779106,Campanha B,115962,35-39,Mulher,30,14670,7,9.410000324,1,0
2021-10-04,779438,Campanha B,116031,30-34,Mulher,64,33144,9,13.40999985,1,0
2021-10-05,779453,Campanha B,116033,45-49,Homem,64,4397,1,0.949999988,1,0
2021-10-06,779488,Campanha B,116039,45-49,Homem,65,1006,0,0,1,0
2021-10-07,779573,Campanha B,116053,35-39,Mulher,10,89527,24,32.28999996,1,0
2021-10-08,779608,Campanha B,116059,35-39,Mulher,15,2459,0,0,1,0
2021-10-09,779609,Campanha B,116059,35-39,Mulher,15,7116,2,1.730000019,1,1
2021-10-10,779622,Campanha B,116061,30-34,Mulher,15,8613,1,0.889999986,2,0
2021-10-11,779631,Campanha B,116063,35-39,Mulher,16,9730,1,1.379999995,1,0
2021-10-12,779644,Campanha B,116065,30-34,Mulher,16,51816,8,10.2299999,2,1
2021-10-13,779645,Campanha B,116065,30-34,Mulher,16,27289,3,4.429999828,1,0
2021-10-14,779715,Campanha B,116077,30-34,Mulher,29,20409,4,3.829999924,1,0
2021-10-15,779716,Campanha B,116077,30-34,Mulher,29,8044,1,1.110000014,1,0
2021-10-16,779738,Campanha B,116081,30-34,Mulher,28,15645,4,5.349999905,1,0
2021-10-17,779778,Campanha B,116087,30-34,Mulher,31,2466,0,0,2,2
2021-10-18,779789,Campanha B,116089,45-49,Homem,10,11611,3,3.950000048,1,1
2021-10-19,779824,Campanha B,116095,45-49,Homem,7,9375,3,4.019999981,1,0
2021-10-20,779871,Campanha B,116103,30-34,Mulher,32,4402,1,1.330000043,1,1
2021-10-21,779918,Campanha B,116111,30-34,Mulher,18,8469,2,3.089999914,1,0
2021-10-22,779922,Campanha B,116111,30-34,Mulher,18,5823,1,1.419999957,1,1
2021-10-23,779944,Campanha B,116115,35-39,Homem,10,2549,0,0,1,0
2021-10-24,779979,Campanha B,116121,35-39,Homem,16,25817,4,6.019999981,1,0
2021-10-25,779995,Campanha B,116123,30-34,Mulher,20,1961,0,0,1,0
2021-10-26,780064,Campanha B,116135,30-34,Mulher,22,2554,0,0,1,0
2021-10-27,780104,Campanha B,116147,30-34,Mulher,25,4971,1,1.230000019,1,1
2021-10-28,780199,Campanha B,116163,35-39,Mulher,23,1030,0,0,1,1
2021-10-29,780318,Campanha B,116183,45-49,Mulher,29,162341,56,77.07999969,3,0
2021-10-30,780323,Campanha B,116183,45-49,Mulher,29,24542,7,9.329999924,1,0
2021-10-31,780486,Campanha B,116216,30-34,Mulher,65,2879,0,0,1,1
2021-11-01,780498,Campanha B,116218,30-34,Mulher,64,13621,3,4.090000033,1,0
2021-11-02,780511,Campanha B,116220,30-34,Mulher,63,6175,1,1.370000005,2,1
2021-11-03,780629,Campanha B,116240,30-34,Mulher,28,2963,0,0,1,0
2021-11-04,780653,Campanha B,116244,30-34,Mulher,29,9076,1,1.379999995,1,1
2021-11-05,780655,Campanha B,116244,30-34,Mulher,29,20941,4,5.909999967,1,1
2021-11-06,780666,Campanha B,116246,45-49,Mulher,10,3462,0,0,1,0
2021-11-07,780681,Campanha B,116248,30-34,Mulher,26,4073,0,0,1,1
2021-11-08,780700,Campanha B,116252,30-34,Mulher,27,3745,0,0,1,0
2021-11-09,780748,Campanha B,116265,30-34,Mulher,24,830,0,0,1,0
2021-11-10,780759,Campanha B,116267,45-49,Mulher,18,2912,0,0,1,0
2021-11-11,780760,Campanha B,116267,45-49,Mulher,18,17167,5,6.910000086,1,0
2021-11-12,780797,Campanha B,116273,30-34,Mulher,22,24491,7,9.539999962,1,0
2021-11-13,780799,Campanha B,116273,30-34,Mulher,22,44699,13,17.30000037,2,0
2021-11-14,780821,Campanha B,116277,30-34,Mulher,23,6469,2,1.309999943,1,0
2021-11-15,780830,Campanha B,116279,45-49,Mulher,16,16053,3,4.079999924,1,1
2021-11-16,780835,Campanha B,116279,45-49,Mulher,16,54724,12,17.92999995,1,1
2021-11-17,780867,Campanha B,116285,30-34,Mulher,21,4706,1,1.220000029,1,0
2021-11-18,780974,Campanha B,116303,40-44,Mulher,32,8316,3,4.569999933,1,1
2021-11-19,781066,Campanha B,116323,40-44,Mulher,22,5794,2,2.269999981,1,0
2021-11-20,781114,Campanha B,116331,40-44,Mulher,18,4813,1,1.029999971,1,0
2021-11-21,781159,Campanha B,116339,40-44,Mulher,10,85285,26,36.13000035,1,0
2021-11-22,781162,Campanha B,116339,40-44,Mulher,10,5839,1,1.370000005,1,0
2021-11-23,781175,Campanha B,116341,40-44,Mulher,15,5859,1,1.539999962,1,0
2021-11-24,781187,Campanha B,116343,40-44,Mulher,16,164118,41,59.06999993,1,0
2021-11-25,781195,Campanha B,116345,35-39,Mulher,63,18234,6,7.810000062,1,0
2021-11-26,781207,Campanha B,116347,35-39,Mulher,64,2755,0,0,1,0
2021-11-27,781303,Campanha B,116363,35-39,Mulher,27,73676,20,28.5,1,0
2021-11-28,781305,Campanha B,116363,35-39,Mulher,27,18421,7,10.07999992,1,0
2021-11-29,781327,Campanha B,116367,35-39,Mulher,29,164754,49,67.97999978,2,1
2021-11-30,781353,Campanha B,116371,35-39,Mulher,10,7449,1,1.639999986,1,1
2021-12-01,781354,Campanha B,116371,35-39,Mulher,10,6424,1,0.529999971,1,0
2021-12-02,781438,Campanha B,116385,30-34,Homem,63,2086,0,0,1,0
2021-12-03,781470,Campanha B,116391,35-39,Homem,16,6016,0,0,1,0
2021-12-04,781499,Campanha B,116395,35-39,Homem,15,6412,1,1.370000005,1,0
2021-12-05,781508,Campanha B,116397,30-34,Mulher,63,5040,1,1.440000057,1,0
2021-12-06,781556,Campanha B,116405,30-34,Mulher,32,1772,0,0,1,0
2021-12-07,781559,Campanha B,116405,30-34,Mulher,32,1783,0,0,1,0
2021-12-08,781606,Campanha B,116413,35-39,Homem,20,8200,3,3.919999957,1,0
2021-12-09,781690,Campanha B,116427,45-49,Mulher,26,115896,38,49.44000006,1,0
2021-12-10,781811,Campanha B,116447,35-39,Mulher,16,10186,1,1.230000019,1,1
2021-12-11,781857,Campanha B,116455,30-34,Homem,20,9134,3,4.180000067,2,0
2021-12-12,781858,Campanha B,116455,30-34,Homem,20,3385,1,1.440000057,1,1
2021-12-13,781907,Campanha B,116463,45-49,Mulher,21,1314,0,0,1,0
2021-12-14,781928,Campanha B,116467,30-34,Homem,18,2916,0,0,1,1
2021-12-15,781929,Campanha B,116467,30-34,Homem,18,6142,1,1.330000043,1,0
2021-12-16,781950,Campanha B,116471,30-34,Mulher,20,1984,0,0,1,0
2021-12-17,781999,Campanha B,116479,30-34,Homem,24,9142,3,3.749999881,1,0
2021-12-18,782001,Campanha B,116479,30-34,Homem,24,5475,2,2.730000019,1,1
2021-12-19,782022,Campanha B,116483,30-34,Mulher,18,8254,2,2.320000052,1,1
2021-12-20,782026,Campanha B,116483,30-34,Mulher,18,5704,1,1.320000052,1,0
2021-12-21,782130,Campanha B,116501,30-34,Mulher,16,7301,0,0,1,0
2021-12-22,782134,Campanha B,116501,30-34,Mulher,16,37873,5,6.169999957,1,1
2021-12-23,782135,Campanha B,116501,30-34,Mulher,16,25267,4,4.940000057,2,1
2021-12-24,782171,Campanha B,116507,30-34,Mulher,30,535,0,0,1,0
2021-12-25,782180,Campanha B,116509,30-34,Homem,29,3396,0,0,1,0
2021-12-26,782219,Campanha B,116515,30-34,Homem,26,977,0,0,1,0
2021-12-27,782228,Campanha B,116517,40-44,Mulher,63,12318,5,6.340000153,1,1
2021-12-28,782242,Campanha B,116519,30-34,Mulher,28,4783,1,0.860000014,1,0
2021-12-29,782275,Campanha B,116525,30-34,Mulher,29,6475,1,1.350000024,1,0
2021-12-30,782337,Campanha B,116535,45-49,Mulher,16,104578,29,39.25000095,1,1
2021-12-31,782407,Campanha B,116547,45-49,Mulher,10,33664,11,12.51000035,1,0
2022-01-01,782443,Campanha B,116553,40-44,Mulher,20,979,0,0,1,0
2022-01-02,782541,Campanha B,116569,40-44,Mulher,28,7337,3,4.079999924,1,0
2022-01-03,782587,Campanha B,116577,30-34,Homem,10,2499,0,0,1,0
2022-01-04,782647,Campanha B,116587,40-44,Mulher,27,11244,3,4.550000191,1,0
2022-01-05,782658,Campanha B,116589,30-34,Homem,15,4827,0,0,1,0
2022-01-06,782694,Campanha B,116595,35-39,Mulher,29,29035,7,8.910000086,2,2
2022-01-07,782706,Campanha B,116597,35-39,Mulher,30,761,0,0,1,0
2022-01-08,782754,Campanha B,116605,35-39,Mulher,26,6532,1,1.610000014,1,0
2022-01-09,782815,Campanha B,116615,40-44,Mulher,10,11537,3,4.300000191,1,0
2022-01-10,782816,Campanha B,116615,40-44,Mulher,10,12183,3,2.869999945,1,0
2022-01-11,782862,Campanha B,116623,35-39,Mulher,64,5912,1,1.559999943,1,1
2022-01-12,950068,Campanha B,123438,30-34,Homem,10,4012,1,1.570000052,1,0
2022-01-13,950078,Campanha B,123440,30-34,Homem,16,12396,2,3.210000038,2,1
2022-01-14,950079,Campanha B,123440,30-34,Homem,16,3142,0,0,2,2
2022-01-15,950099,Campanha B,123443,30-34,Homem,18,1120,0,0,1,0
2022-01-16,950109,Campanha B,123445,30-34,Homem,20,343,0,0,1,1
2022-01-17,950170,Campanha B,123455,30-34,Homem,15,1720,0,0,1,1
2022-01-18,950179,Campanha B,123457,30-34,Homem,16,3423,0,0,1,1
2022-01-19,950182,Campanha B,123457,30-34,Homem,16,3242,0,0,1,0
2022-01-20,950183,Campanha B,123457,30-34,Homem,16,15720,1,1.379999995,1,0
2022-01-21,950200,Campanha B,123460,30-34,Homem,10,1217,0,0,1,1
2022-01-22,950224,Campanha B,123464,40-44,Homem,20,2367,2,2.839999914,1,1
2022-01-23,950326,Campanha B,123481,35-39,Homem,16,6607,1,1.320000052,2,0
2022-01-24,950345,Campanha B,123484,30-34,Homem,64,616,0,0,1,0
2022-01-25,950452,Campanha B,123502,45-49,Homem,16,5537,1,1.519999981,1,0
2022-01-26,950463,Campanha B,123504,45-49,Homem,15,818,0,0,1,0
2022-01-27,950495,Campanha B,123509,45-49,Homem,21,1909,1,0.980000019,1,0
2022-01-28,950521,Campanha B,123514,30-34,Homem,21,351,0,0,1,0
2022-01-29,950531,Campanha B,123515,45-49,Homem,22,572,0,0,1,0
2022-01-30,950537,Campanha B,123516,40-44,Homem,36,1884,1,1.409999967,1,0
2022-01-31,950550,Campanha B,123519,30-34,Homem,30,219,0,0,1,0
2022-02-01,950577,Campanha B,123523,30-34,Homem,32,540,0,0,1,1
2022-02-02,950578,Campanha B,123523,30-34,Homem,32,550,0,0,1,0
2022-02-03,950595,Campanha B,123526,30-34,Homem,26,465,0,0,1,0
2022-02-04,950609,Campanha B,123528,30-34,Homem,29,1761,0,0,1,1
2022-02-05,950629,Campanha B,123532,30-34,Homem,65,152,0,0,1,1
2022-02-06,950631,Campanha B,123532,30-34,Homem,65,152,0,0,1,1
2022-02-07,950649,Campanha B,123535,30-34,Homem,64,429,0,0,1,0
2022-02-08,950745,Campanha B,123551,30-34,Homem,29,1514,0,0,2,2
2022-02-09,950770,Campanha B,123555,30-34,Homem,28,7780,3,4.329999924,2,2
2022-02-10,950772,Campanha B,123556,35-39,Homem,28,460,0,0,1,0
2022-02-11,950773,Campanha B,123556,35-39,Homem,28,471,0,0,1,0
2022-02-12,950776,Campanha B,123556,35-39,Homem,28,2633,1,1.070000052,1,0
2022-02-13,950787,Campanha B,123558,30-34,Homem,27,199,0,0,1,0
2022-02-14,950808,Campanha B,123562,35-39,Homem,32,398,0,0,1,0
2022-02-15,950839,Campanha B,123567,30-34,Homem,24,246,0,0,2,2
2022-02-16,950878,Campanha B,123573,40-44,Homem,10,2967,1,1.5,1,1
2022-02-17,950969,Campanha B,123588,45-49,Homem,36,255,0,0,1,0
2022-02-18,951021,Campanha B,123597,30-34,Mulher,7,457,0,0,1,1
2022-02-19,951033,Campanha B,123599,30-34,Mulher,10,5517,1,1.230000019,1,0
2022-02-20,951035,Campanha B,123599,30-34,Mulher,10,1539,0,0,1,1
2022-02-21,951043,Campanha B,123601,30-34,Mulher,16,3189,0,0,1,0
2022-02-22,951045,Campanha B,123601,30-34,Mulher,16,3348,0,0,1,0
2022-02-23,951046,Campanha B,123601,30-34,Mulher,16,20050,4,4.659999847,4,1
2022-02-24,951102,Campanha B,123611,45-49,Homem,16,2254,0,0,1,0
2022-02-25,951105,Campanha B,123611,45-49,Homem,16,5894,1,1.539999962,1,1
2022-02-26,951133,Campanha B,123616,35-39,Homem,16,9948,2,2.720000029,2,0
2022-02-27,951202,Campanha B,123627,45-49,Mulher,26,5307,3,4.289999962,2,1
2022-02-28,951225,Campanha B,123631,35-39,Mulher,22,4621,2,3.25,1,1
2022-03-01,951270,Campanha B,123639,35-39,Mulher,18,784,0,0,1,1
2022-03-02,951282,Campanha B,123641,35-39,Mulher,16,5775,1,1.580000043,1,1
2022-03-03,951285,Campanha B,123641,35-39,Mulher,16,9297,2,2.619999886,2,1
2022-03-04,951294,Campanha B,123643,35-39,Mulher,15,699,0,0,1,0
2022-03-05,951305,Campanha B,123644,35-39,Mulher,10,1104,0,0,1,0
2022-03-06,951334,Campanha B,123649,30-34,Mulher,64,3717,1,1.539999962,1,0
2022-03-07,951391,Campanha B,123659,30-34,Mulher,28,2879,1,1.590000033,2,2
2022-03-08,951392,Campanha B,123659,30-34,Mulher,28,2749,1,1.389999986,1,0
2022-03-09,951400,Campanha B,123660,45-49,Mulher,10,24028,9,12.39000034,2,0
2022-03-10,951402,Campanha B,123661,30-34,Mulher,29,1118,0,0,1,1
2022-03-11,951413,Campanha B,123662,30-34,Mulher,26,1083,0,0,2,1
2022-03-12,951420,Campanha B,123664,30-34,Mulher,27,843,0,0,1,0
2022-03-13,951444,Campanha B,123668,30-34,Mulher,25,2983,1,0.970000029,1,0
2022-03-14,951448,Campanha B,123668,30-34,Mulher,25,696,0,0,1,0
2022-03-15,951462,Campanha B,123671,45-49,Mulher,16,7589,2,3.150000095,1,1
2022-03-16,951464,Campanha B,123671,45-49,Mulher,16,20997,10,11.94999981,1,0
2022-03-17,951465,Campanha B,123671,45-49,Mulher,16,4617,1,1.360000014,1,0
2022-03-18,951498,Campanha B,123677,45-49,Mulher,20,259,0,0,1,0
2022-03-19,951508,Campanha B,123678,30-34,Mulher,18,1134,0,0,1,0
2022-03-20,951542,Campanha B,123684,40-44,Mulher,27,357,0,0,1,0
2022-03-21,951607,Campanha B,123695,40-44,Mulher,10,848,0,0,1,1
2022-03-22,951608,Campanha B,123695,40-44,Mulher,10,3149,1,1.480000019,1,0
2022-03-23,951641,Campanha B,123700,40-44,Mulher,2,87,0,0,1,1
2022-03-24,951677,Campanha B,123706,35-39,Mulher,27,2563,1,1.480000019,1,0
2022-03-25,951692,Campanha B,123709,35-39,Mulher,10,1107,0,0,1,0
2022-03-26,951715,Campanha B,123713,45-49,Mulher,64,10677,5,7.269999981,1,0
2022-03-27,951756,Campanha B,123720,35-39,Mulher,22,2189,1,0.409999996,1,0
2022-03-28,951779,Campanha B,123723,45-49,Mulher,27,3277,2,2.680000067,1,0
2022-03-29,951782,Campanha B,123724,45-49,Mulher,26,781,0,0,1,0
2022-03-30,951810,Campanha B,123729,35-39,Mulher,16,2226,0,0,1,0
2022-03-31,951812,Campanha B,123729,35-39,Mulher,16,16274,4,6.079999924,2,0
2022-04-01,951837,Campanha B,123733,45-49,Mulher,20,2077,1,1.50999999,1,1
2022-04-02,951853,Campanha B,123736,30-34,Mulher,20,529,0,0,0,0
2022-04-03,951854,Campanha B,123736,30-34,Mulher,20,487,0,0,1,0
2022-04-04,951856,Campanha B,123736,30-34,Mulher,20,4626,2,2.099999905,2,0
2022-04-05,951941,Campanha B,123750,30-34,Mulher,28,2764,1,1.559999943,1,1
2022-04-06,952001,Campanha B,123760,45-49,Mulher,10,5447,2,2.960000038,1,0
2022-04-07,952031,Campanha B,123765,40-44,Mulher,16,28169,8,12.36999989,1,1
2022-04-08,952080,Campanha B,123774,40-44,Mulher,27,415,0,0,1,0
2022-04-09,952100,Campanha B,123777,35-39,Mulher,29,810,0,0,1,1
2021-01-01,1121091,Campanha C,144531,30-34,Homem,10,1194718,141,254.049996,28,14
2021-01-02,1121092,Campanha C,144531,30-34,Homem,10,637648,67,122.4,13,5
2021-01-03,1121094,Campanha C,144531,30-34,Homem,10,24362,0,0,1,1
2021-01-04,1121095,Campanha C,144531,30-34,Homem,10,459690,50,86.33000112,5,2
2021-01-05,1121096,Campanha C,144531,30-34,Homem,10,750060,86,161.9099991,11,2
2021-01-06,1121097,Campanha C,144532,30-34,Homem,15,30068,1,1.820000052,1,0
2021-01-07,1121098,Campanha C,144532,30-34,Homem,15,1267550,123,236.7699986,24,10
2021-01-08,1121100,Campanha C,144532,30-34,Homem,15,3052003,340,639.9499981,60,17
2021-01-09,1121101,Campanha C,144532,30-34,Homem,15,29945,1,1.590000033,2,1
2021-01-10,1121102,Campanha C,144532,30-34,Homem,15,357856,30,52.97000015,7,3
2021-01-11,1121104,Campanha C,144533,30-34,Homem,16,2080666,202,360.1500015,40,21
2021-01-12,1121105,Campanha C,144533,30-34,Homem,16,145999,9,16.5200001,5,2
2021-01-13,1121107,Campanha C,144533,30-34,Homem,16,32616,1,1.539999962,2,0
2021-01-14,1121108,Campanha C,144533,30-34,Homem,16,984521,95,163.8999972,26,14
2021-01-15,1121110,Campanha C,144534,30-34,Homem,18,880814,123,210.3600006,6,2
2021-01-16,1121111,Campanha C,144534,30-34,Homem,18,182452,20,35.73000026,4,1
2021-01-17,1121113,Campanha C,144534,30-34,Homem,18,894911,120,215.8399994,7,4
2021-01-18,1121114,Campanha C,144534,30-34,Homem,18,31349,2,3.800000072,1,0
2021-01-19,1121115,Campanha C,144535,30-34,Homem,19,410310,55,96.80000055,3,0
2021-01-20,1121116,Campanha C,144535,30-34,Homem,19,572450,89,157.329998,7,4
2021-01-21,1121117,Campanha C,144535,30-34,Homem,19,98759,15,26.56999946,1,1
2021-01-22,1121119,Campanha C,144535,30-34,Homem,19,345371,54,93.08999991,7,3
2021-01-23,1121121,Campanha C,144536,30-34,Homem,20,323899,46,78.9200002,5,1
2021-01-24,1121122,Campanha C,144536,30-34,Homem,20,399199,58,103.1500002,3,0
2021-01-25,1121123,Campanha C,144536,30-34,Homem,20,171202,22,36.53000021,3,1
2021-01-26,1121124,Campanha C,144536,30-34,Homem,20,128386,15,28.85000002,2,1
2021-01-27,1121125,Campanha C,144536,30-34,Homem,20,1034284,152,257.7099986,20,9
2021-01-28,1121126,Campanha C,144536,30-34,Homem,20,45923,5,7.220000148,2,0
2021-01-29,1121127,Campanha C,144537,30-34,Homem,21,40873,4,7.899999976,2,1
2021-01-30,1121128,Campanha C,144537,30-34,Homem,21,286553,34,62.06000042,2,1
2021-01-31,1121129,Campanha C,144537,30-34,Homem,21,20618,1,2.099999905,2,1
2021-02-01,1121131,Campanha C,144537,30-34,Homem,21,83591,7,14.14000046,2,2
2021-02-02,1121132,Campanha C,144537,30-34,Homem,21,114923,12,23.73000026,4,2
2021-02-03,1121133,Campanha C,144538,30-34,Homem,22,25002,1,1.710000038,1,0
2021-02-04,1121134,Campanha C,144538,30-34,Homem,22,68905,5,9.440000057,1,0
2021-02-05,1121136,Campanha C,144538,30-34,Homem,22,169588,16,27.79999924,1,0
2021-02-06,1121138,Campanha C,144538,30-34,Homem,22,328991,35,67.65000057,5,2
2021-02-07,1121141,Campanha C,144539,30-34,Homem,23,23198,2,2.980000019,1,0
2021-02-08,1121142,Campanha C,144539,30-34,Homem,23,26890,2,3.24000001,1,0
2021-02-09,1121143,Campanha C,144539,30-34,Homem,23,221695,31,52.26000011,5,2
2021-02-10,1121152,Campanha C,144541,30-34,Homem,24,88443,7,13.0400002,1,1
2021-02-11,1121153,Campanha C,144541,30-34,Homem,24,187856,23,38.38999975,5,1
2021-02-12,1121164,Campanha C,144545,30-34,Homem,25,570699,80,138.7699997,9,2
2021-02-13,1121167,Campanha C,144545,30-34,Homem,25,1063508,145,260.3800013,23,7
2021-02-14,1121168,Campanha C,144545,30-34,Homem,25,50523,6,8.549999952,1,0
2021-02-15,1121172,Campanha C,144547,30-34,Homem,26,87935,9,15.63000023,1,0
2021-02-16,1121173,Campanha C,144547,30-34,Homem,26,278225,33,60.19999957,3,0
2021-02-17,1121175,Campanha C,144547,30-34,Homem,26,209461,20,34.19000006,1,0
2021-02-18,1121177,Campanha C,144547,30-34,Homem,26,26316,2,3.24000001,3,0
2021-02-19,1121181,Campanha C,144549,30-34,Homem,27,41030,3,5.140000105,2,1
2021-02-20,1121182,Campanha C,144549,30-34,Homem,27,876671,120,216.5599982,22,4
2021-02-21,1121183,Campanha C,144549,30-34,Homem,27,399392,53,93.07000041,5,0
2021-02-22,1121184,Campanha C,144549,30-34,Homem,27,283858,30,56.05999923,1,0
2021-02-23,1121185,Campanha C,144549,30-34,Homem,27,260699,31,54.09999871,5,2
2021-02-24,1121193,Campanha C,144552,30-34,Homem,28,57781,5,7.800000072,2,1
2021-02-25,1121195,Campanha C,144552,30-34,Homem,28,38757,3,5.220000029,1,0
2021-02-26,1121196,Campanha C,144552,30-34,Homem,28,1392288,206,358.5500029,31,7
2021-02-27,1121197,Campanha C,144552,30-34,Homem,28,1109387,159,280.9899995,13,2
2021-02-28,1121202,Campanha C,144554,30-34,Homem,29,581281,65,115.1200008,10,5
2021-03-01,1121203,Campanha C,144554,30-34,Homem,29,1048861,128,219.770002,22,8
2021-03-02,1121205,Campanha C,144554,30-34,Homem,29,297452,30,52.01999986,4,1
2021-03-03,1121206,Campanha C,144554,30-34,Homem,29,227925,22,35.30999994,22,12
2021-03-04,1121207,Campanha C,144554,30-34,Homem,29,374175,38,63.32000101,8,3
2021-03-05,1121211,Campanha C,144556,30-34,Homem,30,223586,32,54.24000037,1,0
2021-03-06,1121213,Campanha C,144556,30-34,Homem,30,283170,39,65.22999996,2,1
2021-03-07,1121215,Campanha C,144556,30-34,Homem,30,41636,3,4.210000038,1,0
2021-03-08,1121216,Campanha C,144556,30-34,Homem,30,198658,30,48.60999978,8,1
2021-03-09,1121220,Campanha C,144558,30-34,Homem,31,100596,10,13.91999972,4,2
2021-03-10,1121223,Campanha C,144558,30-34,Homem,31,64020,5,11.0599997,1,0
2021-03-11,1121224,Campanha C,144558,30-34,Homem,31,14289,0,0,1,0
2021-03-12,1121229,Campanha C,144561,30-34,Homem,32,404866,43,87.42000079,4,0
2021-03-13,1121231,Campanha C,144561,30-34,Homem,32,22256,1,1.659999967,1,1
2021-03-14,1121233,Campanha C,144561,30-34,Homem,32,57690,4,6.74000001,1,0
2021-03-15,1121241,Campanha C,144562,30-34,Homem,36,24952,5,8.220000267,3,2
2021-03-16,1121242,Campanha C,144562,30-34,Homem,36,38900,3,5.580000043,1,0
2021-03-17,1121243,Campanha C,144562,30-34,Homem,36,53520,6,9.2299999,1,1
2021-03-18,1121244,Campanha C,144562,30-34,Homem,36,181683,20,34.22999972,2,1
